//1:bottom: right to left
wall
-90,5,0,0,5
-80,5,0,0,5
-70,5,0,0,5
-60,5,0,0,5
-50,5,0,0,5
-40,5,0,0,5
-30,5,0,0,5
-20,5,0,0,5
-10,5,0,0,5
0,5,0,0,5
10,5,0,0,5
20,5,0,0,5
30,5,0,0,5
40,5,0,0,5
50,5,0,0,5
60,5,0,0,5
70,5,0,0,5
85,5,0,0,5
95,5,0,0,5
//2:Right:down to up
-95.2,5,-9.8,270,5
-95.2,5,-19.8,270,5
-95.2,5,-29.8,270,5
-95.2,5,-39.8,270,5
-95.2,5,-49.8,270,5
-95.2,5,-59.8,270,5
-95.2,5,-69.8,270,5
-95.2,5,-79.8,270,5
-95.2,5,-89.8,270,5
-95.2,5,-99.8,270,5
-95.2,5,-109.8,270,5
-95.2,5,-119.8,270,5
-95.2,5,-129.8,270,5
-95.2,5,-139.8,270,5
-95.2,5,-149.8,270,5
//3:Left: down to top
104.8,5,-5.03,90,5
104.8,5,-15.03,90,5
104.8,5,-25.03,90,5
104.8,5,-35.03,90,5
104.8,5,-45.03,90,5
104.8,5,-55.03,90,5
104.8,5,-65.03,90,5
104.8,5,-75.03,90,5
104.8,5,-85.03,90,5
104.8,5,-95.03,90,5
104.8,5,-105.03,90,5
104.8,5,-115.03,90,5
104.8,5,-125.03,90,5
104.8,5,-135.03,90,5
104.8,5,-145.03,90,5
//4:top: right to left
104.5,5,-154.6,180,5
94.5,5,-154.6,180,5
84.5,5,-154.6,180,5
74.5,5,-154.6,180,5
64.9,5,-154.6,180,5
54.5,5,-154.6,180,5
44.5,5,-154.6,180,5
34.5,5,-154.6,180,5
24.5,5,-154.6,180,5
10.5,5,-154.6,180,5
-15.2,5,-154.6,180,5
-26.5,5,-154.6,180,5
-36.5,5,-154.6,180,5
-46.5,5,-154.6,180,5
-56.5,5,-154.6,180,5
-66.5,5,-154.6,180,5
-76.5,5,-154.6,180,5
-86.5,5,-154.6,180,5
-96.5,5,-154.6,180,5
//5:Left:near starting-door down to up
7.2,5,-9.7,270,5
7.2,5,-19.7,270,5
7.2,5,-29.7,270,5
7.2,5,-39.7,270,5
7.2,5,-49.7,270,5
7.2,5,-59.7,270,5
//6:upper-left to right after opening-door
17,5,-69.5,0,5
28,5,-69.5,0,5
35,5,-69.5,0,5
52,5,-69.5,0,5
60,5,-69.5,0,5
86,5,-69.5,0,5
100,5,-69.5,0,5
117,5,-69.5,0,5
//7:right:close to starting-door walls
-80.3,5,-45,0,5
-96.8,5,-45,0,5
-70.8,5,-35,90,5
-70.8,5,-9.1.0,90,5
-70.8,5,9,90,5
-70.8,5,20,90,5
-70.8,5,-155,90,5
-70.8,5,-129,90,5
-70.8,5,-110.5,90,5
-70.8,5,-105.3,90,5
-80,5,-95.3,0,5
-100,5,-95.3,0,5
startingdoor
0,0.1,-0.3,90,0.15
endingdoor
-2.3,0.1,-154.1,270,0.15
door
73,0.1,-70,90,0.15
-70.2,0.1,-22.1,0,0.15
-70.3,0.1,-142.0,0,0.15
key
50,5,-30,90,0.55
pillar
5,0,-15,0,2
-5,0,-15,0,2
3,0,-152,0,2
-7,0,-152,0,2
pedestal
//Right-side
-74,0,-152.3,0,2
-90,0,-152.3,0,2
-74,0,-132.3,0,2
-90,0,-132.3,0,2
-74,0,-112.3,0,2
-90,0,-112.3,0,2
-74,0,-92.3,0,2
-90,0,-92.3,0,2
-74,0,-72.3,0,2
-90,0,-72.3,0,2
-74,0,-52.3,0,2
-90,0,-52.3,0,2
-74,0,-32.3,0,2
-90,0,-32.3,0,2
-74,0,-12.3,0,2
-90,0,-12.3,0,2
//Left-side
100,0,-21.3,0,2
83,0,-21.3,0,2
100,0,-41.3,0,2
83,0,-41.3,0,2
100,0,-61.3,0,2
83,0,-61.3,0,2
100,0,-81.3,0,2
83,0,-81.3,0,2
100,0,-101.3,0,2
83,0,-101.3,0,2
100,0,-121.3,0,2
83,0,-121.3,0,2
100,0,-151.3,0,2
83,0,-151.3,0,2
//Right-side near starting-door
-44,0,-152.3,0,2
-60,0,-152.3,0,2
-44,0,-132.3,0,2
-60,0,-132.3,0,2
-44,0,-112.3,0,2
-60,0,-112.3,0,2
-44,0,-92.3,0,2
-60,0,-92.3,0,2
-44,0,-72.3,0,2
-60,0,-72.3,0,2
-44,0,-52.3,0,2
-60,0,-52.3,0,2
-44,0,-32.3,0,2
-60,0,-32.3,0,2
-44,0,-12.3,0,2
-60,0,-12.3,0,2
//Left-side close to starting-door and goes up
50,0,-21.3,0,2
33,0,-21.3,0,2
50,0,-41.3,0,2
33,0,-41.3,0,2
50,0,-61.3,0,2
33,0,-61.3,0,2
50,0,-81.3,0,2
33,0,-81.3,0,2
50,0,-101.3,0,2
33,0,-101.3,0,2
50,0,-121.3,0,2
33,0,-121.3,0,2
50,0,-151.3,0,2
33,0,-151.3,0,2
