//1:bottom: right to left
wall
-90,5,0,0,5
-80,5,0,0,5
-70,5,0,0,5
-60,5,0,0,5
-50,5,0,0,5
-40,5,0,0,5
-30,5,0,0,5
-20,5,0,0,5
-10,5,0,0,5
0,5,0,0,5
10,5,0,0,5
20,5,0,0,5
30,5,0,0,5
40,5,0,0,5
50,5,0,0,5
60,5,0,0,5
70,5,0,0,5
85,5,0,0,5
95,5,0,0,5
//2:Right: down to up
-95.2,5,-9.8,270,5
-95.2,5,-19.8,270,5
-95.2,5,-29.8,270,5
-95.2,5,-39.8,270,5
-95.2,5,-49.8,270,5
-95.2,5,-59.8,270,5
-95.2,5,-69.8,270,5
-95.2,5,-79.8,270,5
-95.2,5,-89.8,270,5
-95.2,5,-99.8,270,5
-95.2,5,-109.8,270,5
-95.2,5,-119.8,270,5
-95.2,5,-129.8,270,5
-95.2,5,-139.8,270,5
-95.2,5,-149.8,270,5
//3:Left: down to top
104.8,5,-5.03,90,5
104.8,5,-15.03,90,5
104.8,5,-25.03,90,5
104.8,5,-35.03,90,5
104.8,5,-45.03,90,5
104.8,5,-55.03,90,5
104.8,5,-65.03,90,5
104.8,5,-75.03,90,5
104.8,5,-85.03,90,5
104.8,5,-95.03,90,5
104.8,5,-105.03,90,5
104.8,5,-115.03,90,5
104.8,5,-125.03,90,5
104.8,5,-135.03,90,5
104.8,5,-145.03,90,5
//4:top: right to left
104.5,5,-154.6,180,5
94.5,5,-154.6,180,5
84.5,5,-154.6,180,5
74.5,5,-154.6,180,5
64.9,5,-154.6,180,5
54.5,5,-154.6,180,5
44.5,5,-154.6,180,5
34.5,5,-154.6,180,5
24.5,5,-154.6,180,5
10.5,5,-154.6,180,5
-15.2,5,-154.6,180,5
-26.5,5,-154.6,180,5
-36.5,5,-154.6,180,5
-46.5,5,-154.6,180,5
-56.5,5,-154.6,180,5
-66.5,5,-154.6,180,5
-76.5,5,-154.6,180,5
-86.5,5,-154.6,180,5
-96.5,5,-154.6,180,5
//5:Left: near starting-door down to up
7.2,5,-9.7,270,5
7.2,5,-19.7,270,5
7.2,5,-29.7,270,5
7.2,5,-39.7,270,5
7.2,5,-49.7,270,5
7.2,5,-59.7,270,5
//6:upper-left to right after opening-door
17,5,-69.5,0,5
28,5,-69.5,0,5
35,5,-69.5,0,5
52,5,-69.5,0,5
60,5,-69.5,0,5
86,5,-69.5,0,5
100,5,-69.5,0,5
117,5,-69.5,0,5
//7:right: wall near starting door
-65.7,5,-9,90,5
-65.7,5,-35,90,5
-65.7,5,-55,90,5
-65.7,5,-65,90,5
-65.7,5,-75.5,90,5
-65.7,5,-95,90,5
-65.7,5,-105.3,90,5
-65.7,5,-115,90,5
-65.7,5,-129,90,5
-65.7,5,-155,90,5
//8:up-left room
75.6,5,-114,0,5
95,5,-114,0,5
65.8,5,-124,90,5
65.8,5,-150,90,5
//9:Middle-room
